win_num,win_start,win_end,CNVs,unique_count_groupA,unique_count_not_groupA
8023,80220001,80230000.0,[80219444],0,2
8024,80230001,80240000.0,[80219444],0,2
8025,80240001,80250000.0,"[80219444, 80241549, 80242303]",1,11
8026,80250001,80260000.0,"[80254580, 80256740, 80257446, 80257758]",1,24
8027,80260001,80270000.0,"[80257446, 80261665, 80262637, 80267388]",16,327
8028,80270001,80280000.0,"[80257446, 80261665, 80267388, 80271430, 80275362]",15,305
8029,80280001,80290000.0,"[80275362, 80280804, 80282269, 80284028]",1,3
8030,80290001,80300000.0,"[80284028, 80295586]",1,10
8031,80300001,80310000.0,"[80302898, 80306195, 80307295, 80309655]",0,5
8032,80310001,80320000.0,"[80313623, 80314686]",1,15
8033,80320001,80330000.0,"[80313623, 80327961]",0,7
8034,80330001,80340000.0,"[80313623, 80327961, 80331942, 80337111]",1,15
8035,80340001,80350000.0,"[80313623, 80349721]",0,2
8036,80350001,80360000.0,"[80349721, 80353689, 80353976]",0,6
8037,80360001,80370000.0,[80361683],0,2
8038,80370001,80380000.0,"[80372147, 80375937]",0,2
8039,80380001,80390000.0,[80375937],0,1
8040,80390001,80400000.0,[80390692],0,1
8041,80400001,80410000.0,"[80400313, 80408764]",0,6
8042,80410001,80420000.0,"[80412762, 80415268]",0,2
8044,80430001,80440000.0,"[80431250, 80437797]",0,2
8046,80450001,80460000.0,"[80450679, 80452261, 80453243]",2,19
8047,80460001,80470000.0,[80452261],0,1
8048,80470001,80480000.0,"[80476615, 80477497]",0,4
8049,80480001,80490000.0,"[80476615, 80481253]",0,5
8050,80490001,80500000.0,[80481253],0,4
8051,80500001,80510000.0,"[80481253, 80502362, 80504085, 80507152]",0,8
8052,80510001,80520000.0,"[80481253, 80507152, 80513034]",1,19
8053,80520001,80530000.0,"[80481253, 80507152, 80528603]",0,10
8054,80530001,80540000.0,"[80481253, 80507152, 80531858, 80533250]",3412,44661
8055,80540001,80550000.0,"[80507152, 80543205]",0,3
8056,80550001,80560000.0,"[80543205, 80550896, 80552010, 80554459, 80554840]",2,28
8057,80560001,80570000.0,"[80543205, 80550896, 80554459, 80554840, 80560792, 80562777]",1,30
8058,80570001,80580000.0,"[80543205, 80554459, 80554840, 80575204, 80576707]",1,25
8059,80580001,80590000.0,"[80554459, 80576707, 80580898, 80584637, 80587373]",1,6
8060,80590001,80600000.0,"[80554459, 80598572, 80599439]",2,30
8061,80600001,80610000.0,"[80598572, 80606245]",0,2
8062,80610001,80620000.0,"[80598572, 80606245, 80614894]",0,8
8064,80630001,80640000.0,[80632812],0,2
8067,80660001,80670000.0,[80667551],0,2
8068,80670001,80680000.0,"[80672250, 80672647]",0,9
8069,80680001,80690000.0,"[80680249, 80681910, 80686392]",2,21
8070,80690001,80700000.0,"[80696955, 80698677]",1,7
8071,80700001,80710000.0,"[80704558, 80704730, 80707056]",0,5
8072,80710001,80720000.0,"[80710237, 80710449, 80715784]",0,3
8073,80720001,80730000.0,"[80710237, 80715784, 80721789]",0,3
8074,80730001,80740000.0,"[80710237, 80715784, 80732365]",1,3
8075,80740001,80750000.0,"[80715784, 80749335]",0,2
8076,80750001,80760000.0,"[80715784, 80754001, 80755251, 80758317]",0,4
8077,80760001,80770000.0,"[80715784, 80758317, 80760026]",0,3
8078,80770001,80780000.0,"[80715784, 80758317, 80778462, 80779852]",0,27
8079,80780001,80790000.0,"[80715784, 80758317, 80779852, 80787758, 80789818]",1,65
8080,80790001,80800000.0,"[80715784, 80758317, 80792170]",0,3
8081,80800001,80810000.0,"[80758317, 80806397, 80807783]",2,16
8082,80810001,80820000.0,"[80758317, 80806397, 80810923, 80818649]",2,17
8083,80820001,80830000.0,"[80758317, 80818649, 80821232, 80823778]",0,13
8084,80830001,80840000.0,"[80758317, 80818649, 80834570]",0,3
8085,80840001,80850000.0,[80758317],0,1
8086,80850001,80860000.0,"[80854891, 80857522, 80858441]",0,19
8087,80860001,80870000.0,"[80857522, 80860765, 80862310]",0,6
8088,80870001,80880000.0,[80872151],0,1
8089,80880001,80890000.0,[80888739],5,21
8090,80890001,80900000.0,[80898246],0,3
8091,80900001,80910000.0,"[80898246, 80901296, 80901463]",0,7
8092,80910001,80920000.0,"[80901463, 80910149, 80911285, 80914315, 80915533, 80919308]",2,24
8093,80920001,80930000.0,"[80901463, 80915533, 80919308]",1,2
8094,80930001,80940000.0,"[80901463, 80931466, 80939443]",1,4
8095,80940001,80950000.0,"[80901463, 80939443, 80943384, 80944277, 80949597]",2,35
8096,80950001,80960000.0,"[80939443, 80956381]",1,3
8097,80960001,80970000.0,[80939443],1,0
8098,80970001,80980000.0,"[80939443, 80972848, 80974722]",1,4
8099,80980001,80990000.0,"[80939443, 80980565, 80982177, 80983597, 80986278, 80988212]",3,19
8100,80990001,81000000.0,"[80980565, 80983597]",0,2
8101,81000001,81010000.0,"[81000495, 81008484, 81008569, 81009372]",93,1242
8102,81010001,81020000.0,"[81008484, 81008569, 81009372]",4,27
8103,81020001,81030000.0,"[81008484, 81008569, 81009372]",4,27
8104,81030001,81040000.0,"[81009372, 81031519, 81033036]",7,71
8105,81040001,81050000.0,"[81009372, 81033036, 81041322, 81047027]",0,4
8106,81050001,81060000.0,"[81009372, 81047027, 81057907]",0,3
8107,81060001,81070000.0,"[81009372, 81060272, 81063606, 81067690, 81069742]",1,15
8108,81070001,81080000.0,"[81069742, 81071525, 81077363, 81078545]",2,25
8109,81080001,81090000.0,"[81077363, 81078545, 81085425, 81085683]",0,5
8110,81090001,81100000.0,"[81077363, 81078545, 81085683, 81095195]",0,5
8111,81100001,81110000.0,"[81077363, 81078545, 81085683]",0,4
8112,81110001,81120000.0,"[81077363, 81078545, 81118450]",0,4
8113,81120001,81130000.0,"[81077363, 81078545, 81121536, 81122007, 81124119, 81127266]",38,481
8114,81130001,81140000.0,"[81077363, 81078545, 81121536]",0,4
8115,81140001,81150000.0,"[81077363, 81078545, 81121536, 81142387, 81149251]",1,5
8116,81150001,81160000.0,"[81077363, 81078545, 81121536, 81149251, 81153426]",1,6
8117,81160001,81170000.0,"[81077363, 81078545, 81121536, 81149251, 81160500, 81160774, 81166586]",3,34
8118,81170001,81180000.0,"[81077363, 81078545, 81121536, 81149251, 81173715, 81178991]",4,8
8119,81180001,81190000.0,"[81077363, 81078545, 81121536, 81149251, 81178991]",1,5
8120,81190001,81200000.0,"[81077363, 81078545, 81121536, 81149251, 81194809, 81198637]",2,17
8121,81200001,81210000.0,"[81078545, 81121536, 81149251, 81194809, 81198637, 81200745, 81208102]",11,84
8122,81210001,81220000.0,"[81121536, 81149251, 81210946, 81216346, 81217435, 81217470]",1,13
8123,81220001,81230000.0,"[81121536, 81216346, 81217435, 81220257, 81220971, 81221085]",1,21
8124,81230001,81240000.0,"[81121536, 81216346, 81221085, 81233889, 81237318]",1194,17182
8125,81240001,81250000.0,"[81121536, 81237318, 81246031, 81246232, 81247474, 81248718]",3,30
8126,81250001,81260000.0,"[81121536, 81237318, 81246031, 81246232, 81247474, 81248718, 81255007, 81255797, 81256862]",3,41
8127,81260001,81270000.0,"[81121536, 81237318, 81246232, 81255797, 81262397, 81269846]",0,10
8128,81270001,81280000.0,"[81121536, 81237318, 81262397, 81269846, 81270073, 81272309]",0,46
8129,81280001,81290000.0,"[81237318, 81262397, 81269846, 81272309, 81286088, 81287290]",3,57
8130,81290001,81300000.0,"[81237318, 81262397, 81269846, 81272309, 81291704, 81299226]",0,46
8131,81300001,81310000.0,"[81237318, 81262397, 81269846, 81272309, 81291704, 81299226, 81300147, 81301593]",0,48
8132,81310001,81320000.0,"[81237318, 81262397, 81269846, 81301593]",0,4
8133,81320001,81330000.0,"[81237318, 81262397, 81269846, 81324125, 81327829, 81328683]",2,19
8134,81330001,81340000.0,"[81237318, 81262397, 81269846, 81327829, 81334033]",3,22
8135,81340001,81350000.0,"[81237318, 81262397, 81269846, 81347526]",0,32
8136,81350001,81360000.0,"[81237318, 81262397, 81269846, 81352458]",0,4
8137,81360001,81370000.0,"[81262397, 81269846, 81363174, 81368157, 81368752]",0,13
8138,81370001,81380000.0,"[81262397, 81269846, 81368752, 81374813, 81375760, 81377957, 81378577]",2,13
8139,81380001,81390000.0,"[81262397, 81269846, 81368752, 81377957, 81378577, 81380105, 81381270, 81381404]",0,14
8140,81390001,81400000.0,"[81269846, 81368752, 81377957, 81380105]",0,9
8141,81400001,81410000.0,"[81269846, 81368752, 81377957, 81380105, 81408083]",0,10
8142,81410001,81420000.0,"[81269846, 81368752, 81377957, 81380105, 81408083, 81413518, 81418304, 81418896, 81418914]",0,15
8143,81420001,81430000.0,"[81269846, 81380105, 81408083, 81418304, 81418896, 81418914, 81420308, 81421785, 81423473]",10,215
8144,81430001,81440000.0,"[81269846, 81380105, 81408083, 81423473]",1,3
8145,81440001,81450000.0,"[81380105, 81408083, 81446013, 81446192, 81446527, 81447024, 81447841]",0,13
8146,81450001,81460000.0,"[81380105, 81408083, 81447024, 81452624, 81454191]",5,207
8147,81460001,81470000.0,"[81380105, 81408083, 81447024, 81452624, 81461676, 81462405, 81465998]",2,7
8148,81470001,81480000.0,"[81408083, 81447024, 81462405, 81465998, 81472960, 81479061]",3,53
8149,81480001,81490000.0,"[81408083, 81447024, 81462405, 81465998, 81472960, 81481182, 81485028]",3,13
8150,81490001,81500000.0,"[81408083, 81447024, 81462405, 81465998, 81485028, 81490525, 81491815, 81496909]",3,18
8151,81500001,81510000.0,"[81408083, 81447024, 81462405, 81465998, 81485028, 81490525, 81496909, 81502310]",3,23
8152,81510001,81520000.0,"[81408083, 81447024, 81462405, 81465998, 81496909]",2,5
8153,81520001,81530000.0,"[81408083, 81447024, 81462405, 81465998, 81496909, 81522606, 81523702, 81525301, 81527502]",4,140
8154,81530001,81540000.0,"[81447024, 81496909, 81532858]",1,2
8155,81540001,81550000.0,"[81447024, 81496909, 81542931, 81546195]",1,16
8156,81550001,81560000.0,"[81447024, 81550710, 81552789]",0,11
8157,81560001,81570000.0,"[81447024, 81550710, 81567948]",0,4
8158,81570001,81580000.0,"[81447024, 81570217, 81576967]",4,21
8159,81580001,81590000.0,"[81447024, 81570217, 81585304, 81585660, 81589679]",0,8
8160,81590001,81600000.0,"[81447024, 81570217, 81585660, 81589679]",0,4
8161,81600001,81610000.0,"[81570217, 81607105]",0,15
8162,81610001,81620000.0,"[81570217, 81615590]",0,2
8163,81620001,81630000.0,"[81570217, 81615590]",0,2
8164,81630001,81640000.0,"[81632906, 81637626]",0,2
8165,81640001,81650000.0,"[81637626, 81641219, 81648026]",0,3
8166,81650001,81660000.0,"[81641219, 81652736, 81652782, 81654348, 81654431]",0,9
8167,81660001,81670000.0,"[81652782, 81654431, 81667211]",0,12
8168,81670001,81680000.0,"[81652782, 81654431, 81667211, 81670582, 81672306, 81674984]",0,15
8169,81680001,81690000.0,"[81652782, 81654431, 81670582]",0,3
8170,81690001,81700000.0,"[81652782, 81654431, 81690016, 81694758, 81695545]",0,20
8171,81700001,81710000.0,"[81652782, 81654431, 81708552]",0,3
8172,81710001,81720000.0,"[81652782, 81654431, 81708552, 81718330]",0,4
8173,81720001,81730000.0,"[81652782, 81654431, 81708552, 81725234]",0,5
8174,81730001,81740000.0,"[81652782, 81654431, 81725234, 81730847, 81733632, 81736480, 81739977]",0,9
8175,81740001,81750000.0,"[81652782, 81654431, 81725234, 81730847, 81733632, 81739977]",0,8
8176,81750001,81760000.0,"[81652782, 81654431, 81725234, 81730847, 81739977, 81751153, 81756471, 81758138]",0,11
8177,81760001,81770000.0,"[81725234, 81730847, 81739977, 81751153, 81758138, 81760676, 81761992, 81764006, 81764932, 81765380, 81767605]",1,19
8178,81770001,81780000.0,"[81725234, 81730847, 81739977, 81751153, 81760676, 81764932, 81765380, 81767605, 81770054, 81773120, 81773679, 81776164]",1,24
8179,81780001,81790000.0,"[81725234, 81730847, 81739977, 81751153, 81760676, 81776164, 81789462]",1696,22351
8180,81790001,81800000.0,"[81725234, 81730847, 81739977, 81751153, 81760676, 81789462, 81792663, 81793437, 81797354]",1696,22356
8181,81800001,81810000.0,"[81725234, 81730847, 81739977, 81751153, 81789462, 81792663, 81807261, 81809184]",1698,22360
8182,81810001,81820000.0,"[81725234, 81730847, 81739977, 81751153, 81789462, 81792663, 81809184, 81813008, 81815537, 81819862]",1698,22362
8183,81820001,81830000.0,"[81725234, 81730847, 81739977, 81751153, 81792663, 81813008, 81815537, 81819862, 81824673, 81827291]",3,23
8184,81830001,81840000.0,"[81725234, 81730847, 81739977, 81813008, 81815537, 81819862, 81827291, 81838607, 81839264, 81839942]",3,21
8185,81840001,81850000.0,"[81725234, 81730847, 81739977, 81813008, 81815537, 81827291, 81838607, 81839942, 81843479, 81845129]",7741,101406
8186,81850001,81860000.0,"[81725234, 81730847, 81739977, 81813008, 81815537, 81827291, 81839942]",2,13
8187,81860001,81870000.0,"[81730847, 81739977, 81813008, 81815537, 81827291]",1,11
8188,81870001,81880000.0,"[81730847, 81739977, 81813008, 81815537, 81827291]",1,11
8189,81880001,81890000.0,"[81739977, 81813008, 81815537, 81827291, 81888184, 81889481]",1,12
8190,81890001,81900000.0,"[81739977, 81813008, 81827291, 81888184, 81889481, 81891500, 81895019, 81896522, 81898069, 81898186]",4,25
8191,81900001,81910000.0,"[81739977, 81827291, 81888184, 81896522, 81898069, 81898186, 81901612, 81908049]",1,14
8192,81910001,81920000.0,"[81827291, 81888184, 81896522, 81898069, 81898186, 81901612, 81908049, 81910106, 81910310, 81912960, 81915757, 81918868]",6,87
8193,81920001,81930000.0,"[81827291, 81888184, 81896522, 81898069, 81901612, 81915757]",6,76
8194,81930001,81940000.0,"[81888184, 81896522, 81933733, 81934702]",5,27
8195,81940001,81950000.0,"[81896522, 81934702, 81942007]",0,5
8196,81950001,81960000.0,"[81896522, 81934702, 81951202, 81951989, 81956632]",3,28
8197,81960001,81970000.0,"[81896522, 81934702, 81956632, 81962633, 81964771, 81966154]",12,439
8198,81970001,81980000.0,"[81896522, 81934702, 81962633, 81970081, 81970482, 81979788]",0,11
8199,81980001,81990000.0,"[81896522, 81934702, 81979788, 81980033, 81981308, 81982426, 81983865, 81985666, 81985751, 81986165, 81986170]",39,537
8200,81990001,82000000.0,"[81896522, 81934702, 81985751, 81986170, 81993527, 81995047]",1,11
8201,82000001,82010000.0,"[81896522, 81934702, 81993527, 81995047, 82001115, 82002121, 82007245, 82008467, 82008558]",2,14
8202,82010001,82020000.0,"[81896522, 81934702, 82008558, 82015503, 82015562, 82015609]",0,8
8203,82020001,82030000.0,"[81934702, 82015503, 82015609, 82023679, 82025521, 82029188]",38,582
8204,82030001,82040000.0,"[82029188, 82030226, 82030644]",0,4
8205,82040001,82050000.0,[82042361],0,1
8206,82050001,82060000.0,"[82042361, 82057948, 82059340]",0,5
8207,82060001,82070000.0,"[82042361, 82059340, 82066006]",0,4
8208,82070001,82080000.0,"[82042361, 82066006, 82076224]",0,3
8209,82080001,82090000.0,"[82042361, 82076224, 82086294]",0,3
8210,82090001,82100000.0,"[82042361, 82092365]",2,17
8211,82100001,82110000.0,"[82042361, 82100366, 82102293, 82103498, 82107435]",0,6
8212,82110001,82120000.0,"[82042361, 82118119, 82118962]",2,16
8213,82120001,82130000.0,"[82120528, 82123299, 82127817]",3,21
8214,82130001,82140000.0,"[82123299, 82137833]",732,9644
8215,82140001,82150000.0,"[82123299, 82140194, 82145368]",2244,28950
8216,82150001,82160000.0,"[82123299, 82145368]",2243,28939
8217,82160001,82170000.0,[82123299],0,6
8218,82170001,82180000.0,"[82123299, 82173187]",0,7
8219,82180001,82190000.0,"[82123299, 82181710, 82182277]",3,51
8220,82190001,82200000.0,"[82123299, 82195389]",1,7
8221,82200001,82210000.0,"[82123299, 82202092]",0,7
8222,82210001,82220000.0,"[82123299, 82214012]",0,8
8223,82220001,82230000.0,"[82123299, 82222147]",0,7
8224,82230001,82240000.0,"[82123299, 82222147, 82230591, 82234344, 82236516, 82236725, 82237341]",2,11
8225,82240001,82250000.0,"[82123299, 82222147, 82236516, 82242424]",0,10
8226,82250001,82260000.0,"[82123299, 82222147, 82236516]",0,9
8227,82260001,82270000.0,"[82123299, 82222147, 82236516, 82264623, 82267501, 82268979]",1,12
8228,82270001,82280000.0,"[82123299, 82222147, 82264623, 82268979, 82272159, 82273471, 82275378, 82278238]",1,19
8229,82280001,82290000.0,"[82123299, 82222147, 82272159, 82278238, 82282649]",1,21
8230,82290001,82300000.0,"[82123299, 82222147, 82278238]",0,9
8231,82300001,82310000.0,"[82123299, 82222147, 82303412, 82306055]",0,10
8232,82310001,82320000.0,"[82123299, 82222147, 82303412, 82311697, 82313521, 82313908, 82319047]",1,54
8233,82320001,82330000.0,"[82222147, 82303412, 82311697, 82313521, 82319047]",0,6
8234,82330001,82340000.0,"[82222147, 82303412, 82311697, 82313521, 82331089, 82333348]",1,14
8235,82340001,82350000.0,"[82222147, 82311697, 82313521, 82331089, 82348885]",1,13
8236,82350001,82360000.0,"[82311697, 82313521, 82348885, 82355960, 82356880, 82359474]",0,7
8237,82360001,82370000.0,"[82311697, 82313521, 82359474]",0,4
8238,82370001,82380000.0,"[82313521, 82359474, 82379813]",0,3
8239,82380001,82390000.0,"[82313521, 82359474, 82379813]",0,3
8240,82390001,82400000.0,"[82313521, 82359474, 82398888]",2,11
8241,82400001,82410000.0,"[82313521, 82359474, 82398888]",2,11
8242,82410001,82420000.0,"[82313521, 82359474, 82398888, 82419777]",2,12
8243,82420001,82430000.0,"[82313521, 82419777, 82421171, 82426805, 82428958, 82429842]",1244,17101
8244,82430001,82440000.0,"[82313521, 82429842, 82433892]",0,5
8245,82440001,82450000.0,"[82313521, 82442695]",0,4
8246,82450001,82460000.0,"[82452996, 82459109]",0,2
8248,82470001,82480000.0,[82477957],0,1
8249,82480001,82490000.0,[82489781],1,28
8250,82490001,82500000.0,"[82489781, 82490844, 82492215]",1,58
8252,82510001,82520000.0,"[82510785, 82511287, 82517449]",1820,24080
8253,82520001,82530000.0,"[82523273, 82523667]",2,31
8254,82530001,82540000.0,[82535408],1,6
8255,82540001,82550000.0,[82547388],0,1
8256,82550001,82560000.0,"[82552617, 82553074, 82553130, 82558513]",0,4
8257,82560001,82570000.0,"[82553130, 82564241]",0,2
8258,82570001,82580000.0,[82553130],0,1
8259,82580001,82590000.0,"[82553130, 82582815, 82583939, 82584635, 82586940]",0,13
8260,82590001,82600000.0,"[82553130, 82583939, 82591338, 82595841]",16,425
8261,82600001,82610000.0,[82553130],0,1
8262,82610001,82620000.0,"[82553130, 82611361, 82614881, 82616131, 82619358]",0,21
8263,82620001,82630000.0,"[82553130, 82616131, 82620392, 82629899]",0,14
8264,82630001,82640000.0,"[82553130, 82629899, 82634589, 82637256, 82639495]",3,42
8265,82640001,82650000.0,"[82553130, 82637256, 82643381]",0,3
8266,82650001,82660000.0,"[82553130, 82650044, 82653893, 82653980]",375,6141
8267,82660001,82670000.0,"[82553130, 82663446, 82667618, 82667947]",1,16
8268,82670001,82680000.0,"[82553130, 82667618]",0,6
8269,82680001,82690000.0,"[82553130, 82684276]",0,2
8270,82690001,82700000.0,[82553130],0,1
8271,82700001,82710000.0,"[82553130, 82705051, 82709865]",0,3
8272,82710001,82720000.0,"[82553130, 82705051, 82709865, 82714031, 82716268]",0,15
8273,82720001,82730000.0,"[82553130, 82709865, 82714031, 82721626]",0,6
8274,82730001,82740000.0,"[82553130, 82737270]",1,4
8275,82740001,82750000.0,"[82737270, 82748688]",1,4
8276,82750001,82760000.0,[82748688],0,1
8277,82760001,82770000.0,[82769472],0,1
8278,82770001,82780000.0,"[82769472, 82772907]",0,2
8279,82780001,82790000.0,"[82769472, 82772907, 82787461, 82788434]",0,5
8280,82790001,82800000.0,"[82769472, 82788434]",0,3
8281,82800001,82810000.0,"[82769472, 82807003]",0,2
8282,82810001,82820000.0,[82812184],0,1
8283,82820001,82830000.0,"[82820948, 82821353]",2,4
8284,82830001,82840000.0,[82821353],2,1
8285,82840001,82850000.0,[82847780],0,1
8286,82850001,82860000.0,[82854309],0,37
8287,82860001,82870000.0,"[82863592, 82865108, 82865550, 82869553]",2,6
8288,82870001,82880000.0,[82869553],0,1
8289,82880001,82890000.0,"[82887240, 82889004, 82889982]",947,13637
8290,82890001,82900000.0,"[82889982, 82891397]",0,45
8291,82900001,82910000.0,"[82906127, 82906652, 82908767]",3,28
8292,82910001,82920000.0,"[82908767, 82912893, 82917905, 82919651]",0,8
8293,82920001,82930000.0,"[82912893, 82919651, 82926301, 82927454, 82927821]",3,48
8294,82930001,82940000.0,"[82912893, 82919651, 82935857, 82936647, 82938055]",0,14
8295,82940001,82950000.0,"[82912893, 82919651, 82944515, 82947262]",0,5
8296,82950001,82960000.0,"[82912893, 82919651, 82955106, 82955317]",0,4
8297,82960001,82970000.0,"[82912893, 82919651, 82955317, 82962334]",0,4
8298,82970001,82980000.0,"[82912893, 82919651, 82970258, 82971320]",0,5
8299,82980001,82990000.0,"[82912893, 82919651, 82983399, 82985180, 82988363]",0,6
8300,82990001,83000000.0,"[82912893, 82919651, 82988363]",0,4
8301,83000001,83010000.0,"[82919651, 83008971]",0,4
8302,83010001,83020000.0,"[82919651, 83012521, 83014495, 83014714, 83014794]",0,9
8303,83020001,83030000.0,"[82919651, 83020901]",0,2
8304,83030001,83040000.0,"[82919651, 83031924]",0,8
8305,83040001,83050000.0,"[82919651, 83040430, 83044332]",0,3
8306,83050001,83060000.0,"[82919651, 83040430, 83044332]",0,3
8307,83060001,83070000.0,"[82919651, 83063794]",0,2
8308,83070001,83080000.0,"[82919651, 83071962, 83074458, 83079782, 83079953]",0,11
8309,83080001,83090000.0,"[82919651, 83079782, 83079953, 83081243, 83082849, 83083799]",2,35
8310,83090001,83100000.0,"[82919651, 83082849, 83093067, 83093290]",2,26
8311,83100001,83110000.0,"[82919651, 83082849, 83100681, 83103934]",2,28
8313,83120001,83130000.0,"[83121600, 83122586, 83124504, 83126526]",172,2297
8314,83130001,83140000.0,"[83126526, 83133060, 83133264]",176,2312
8317,83160001,83170000.0,[83163828],0,1
8319,83180001,83190000.0,"[83181433, 83189158]",0,4
8321,83200001,83210000.0,[83207409],0,1
8323,83220001,83230000.0,[83221442],0,1
8324,83230001,83240000.0,"[83230658, 83236967, 83238058, 83238736, 83238938]",0,18
8325,83240001,83250000.0,"[83236967, 83238736, 83238938]",0,14
8326,83250001,83260000.0,"[83238736, 83255551, 83256823, 83257112]",0,9
8327,83260001,83270000.0,"[83255551, 83256823, 83257112, 83269348, 83269881]",0,9
8328,83270001,83280000.0,"[83255551, 83269348, 83269881, 83270710, 83272966, 83274731, 83276846]",1,32
8329,83280001,83290000.0,"[83255551, 83272966, 83276846, 83281490, 83282454, 83282861, 83286098, 83286970]",0,12
8330,83290001,83300000.0,"[83255551, 83272966, 83276846, 83286098, 83297333]",0,5
8331,83300001,83310000.0,"[83255551, 83272966, 83297333, 83300888, 83301009, 83303311, 83306654, 83309652]",0,13
8332,83310001,83320000.0,"[83255551, 83272966, 83297333, 83301009, 83306654, 83309652, 83312583, 83314233, 83316739]",1,13
8333,83320001,83330000.0,"[83255551, 83301009, 83314233, 83316739]",1,3
8334,83330001,83340000.0,"[83255551, 83301009, 83314233, 83336422]",1,10
8335,83340001,83350000.0,"[83255551, 83301009, 83314233]",0,3
8336,83350001,83360000.0,"[83301009, 83314233]",0,2
8337,83360001,83370000.0,"[83301009, 83314233, 83367565, 83369587]",3,78
8338,83370001,83380000.0,"[83301009, 83314233, 83367565, 83369587, 83371315, 83374308]",3,81
8339,83380001,83390000.0,"[83301009, 83314233, 83369587, 83371315, 83374308, 83383728, 83387444]",1,7
8340,83390001,83400000.0,"[83301009, 83314233, 83387444, 83390280, 83393000, 83396384]",5,18
8341,83400001,83410000.0,"[83301009, 83314233, 83387444, 83390280, 83396384, 83403494, 83406053, 83407080]",6,27
8342,83410001,83420000.0,"[83301009, 83314233, 83387444, 83390280, 83396384, 83403494, 83407080, 83410647, 83411281, 83411720, 83417351]",18,336
8343,83420001,83430000.0,"[83301009, 83314233, 83396384, 83417351, 83422109, 83427539, 83429643]",16,333
8344,83430001,83440000.0,"[83301009, 83314233, 83396384, 83431476, 83431898, 83432337, 83435482]",5798,78230
8345,83440001,83450000.0,"[83301009, 83314233, 83435482, 83441266]",0,9
8346,83450001,83460000.0,[83314233],0,1
8347,83460001,83470000.0,[83464585],0,3
8349,83480001,83490000.0,[83486650],0,1
8350,83490001,83500000.0,"[83496189, 83497856, 83497916]",1,9
8351,83500001,83510000.0,[83497856],1,5
8353,83520001,83530000.0,[83526062],0,1
8354,83530001,83540000.0,[83530695],1,12
8355,83540001,83550000.0,"[83544485, 83547474]",0,3
8356,83550001,83560000.0,"[83544485, 83547474, 83554089]",2,32
8357,83560001,83570000.0,"[83544485, 83564012]",0,2
8358,83570001,83580000.0,"[83571777, 83573313, 83577314, 83577877]",0,4
8362,83610001,83620000.0,"[83612599, 83615152, 83615342, 83617443, 83619014]",0,13
8366,83650001,83660000.0,[83658057],0,1
8367,83660001,83670000.0,[83663246],0,1
8368,83670001,83680000.0,"[83671654, 83672401]",5,20
8369,83680001,83690000.0,"[83682637, 83683591, 83689602]",0,4
8370,83690001,83700000.0,[83689602],0,1
8371,83700001,83710000.0,"[83689602, 83708105]",0,3
8373,83720001,83730000.0,"[83720711, 83722961]",1,6
8374,83730001,83740000.0,"[83722961, 83730004, 83734151]",0,7
8375,83740001,83750000.0,[83722961],0,5
8376,83750001,83760000.0,"[83753612, 83753637, 83755021]",23,484
8377,83760001,83770000.0,[83766524],0,4
8378,83770001,83780000.0,"[83766524, 83772058, 83772164]",1,6
8379,83780001,83790000.0,"[83783613, 83784457]",0,2
8380,83790001,83800000.0,"[83794004, 83794341, 83798833]",0,6
8381,83800001,83810000.0,[83794341],0,1
8382,83810001,83820000.0,[83815474],0,3
8383,83820001,83830000.0,"[83815474, 83820345, 83821702, 83825381]",0,29
8384,83830001,83840000.0,"[83825381, 83835845, 83839416]",0,4
8385,83840001,83850000.0,"[83835845, 83839416, 83840155, 83841758, 83842665]",1,5
8386,83850001,83860000.0,"[83835845, 83839416, 83841758, 83850283]",1,5
8387,83860001,83870000.0,"[83835845, 83841758, 83865378]",1,3
8388,83870001,83880000.0,"[83835845, 83841758]",1,2
8389,83880001,83890000.0,"[83835845, 83841758, 83882387, 83886849]",5,30
8390,83890001,83900000.0,"[83841758, 83882387, 83891344, 83899032]",1,92
8391,83900001,83910000.0,"[83841758, 83904699]",1,9
8392,83910001,83920000.0,"[83841758, 83904699]",1,9
8393,83920001,83930000.0,"[83841758, 83928790]",1,3
8394,83930001,83940000.0,"[83841758, 83928790]",1,3
8395,83940001,83950000.0,"[83841758, 83949778]",1,2
8396,83950001,83960000.0,"[83949778, 83954992]",4,47
8398,83970001,83980000.0,"[83974156, 83974758, 83974914, 83975482]",2,6
8400,83990001,84000000.0,"[83994803, 83996985]",1,5
8401,84000001,84010000.0,"[83996985, 84006470]",0,2
8403,84020001,84030000.0,"[84023189, 84026605]",2,36
8404,84030001,84040000.0,[84034126],0,1
8405,84040001,84050000.0,"[84042501, 84043974]",8,130
8406,84050001,84060000.0,[84053466],0,1
8407,84060001,84070000.0,"[84060945, 84064737]",0,15
8408,84070001,84080000.0,[84076221],0,1
8409,84080001,84090000.0,[84081141],0,1
8411,84100001,84110000.0,"[84105370, 84108892]",0,2
8412,84110001,84120000.0,[84117021],0,1
8413,84120001,84130000.0,"[84120724, 84121046, 84121232, 84125858]",0,10
8414,84130001,84140000.0,"[84130492, 84139451]",1595,21272
8415,84140001,84150000.0,"[84139451, 84142580, 84145546]",68,935
8416,84150001,84160000.0,[84159935],0,1
8417,84160001,84170000.0,[84165627],0,3
8418,84170001,84180000.0,"[84165627, 84171890, 84174447, 84179577]",2,5
